"Seade","Mõõtmise aeg","elektrijuhtivus","hägusus","hapnik","pH","Laekumise aeg"
"Muuli VKM","31.05.2023 20:05","","1.65 NTU","9.13 mg/L","7.45","31.05.2023 20:07"
"Muuli VKM","31.05.2023 20:00","","1.67 NTU","9.14 mg/L","7.45","31.05.2023 20:02"
"Muuli VKM","31.05.2023 19:55","","1.63 NTU","9.15 mg/L","7.45","31.05.2023 19:57"
"Muuli VKM","31.05.2023 19:50","","1.66 NTU","9.11 mg/L","7.46","31.05.2023 19:52"
"Muuli VKM","31.05.2023 19:45","","1.66 NTU","9.13 mg/L","7.46","31.05.2023 19:47"
"Muuli VKM","31.05.2023 19:40","","1.43 NTU","9.14 mg/L","7.45","31.05.2023 19:42"
"Muuli VKM","31.05.2023 19:35","","1.43 NTU","9.13 mg/L","7.45","31.05.2023 19:37"
"Muuli VKM","31.05.2023 19:30","","1.5 NTU","9.11 mg/L","7.45","31.05.2023 19:32"
"Muuli VKM","31.05.2023 19:25","","1.64 NTU","9.12 mg/L","7.45","31.05.2023 19:27"
"Muuli VKM","31.05.2023 19:20","","1.58 NTU","9.11 mg/L","7.45","31.05.2023 19:22"
"Muuli VKM","31.05.2023 19:15","","1.53 NTU","9.12 mg/L","7.45","31.05.2023 19:17"
"Muuli VKM","31.05.2023 19:10","","1.51 NTU","9.12 mg/L","7.45","31.05.2023 19:12"
"Muuli VKM","31.05.2023 19:05","","1.55 NTU","9.1 mg/L","7.46","31.05.2023 19:07"
"Muuli VKM","31.05.2023 19:00","","1.27 NTU","9.11 mg/L","7.46","31.05.2023 19:02"
"Muuli VKM","31.05.2023 18:55","","1.17 NTU","9.12 mg/L","7.46","31.05.2023 18:57"
"Muuli VKM","31.05.2023 18:50","","1.16 NTU","9.12 mg/L","7.46","31.05.2023 18:52"
"Muuli VKM","31.05.2023 18:45","","1.07 NTU","9.12 mg/L","7.46","31.05.2023 18:47"
"Muuli VKM","31.05.2023 18:40","","0.87 NTU","9.12 mg/L","7.46","31.05.2023 18:42"
"Muuli VKM","31.05.2023 18:35","","0.94 NTU","9.13 mg/L","7.46","31.05.2023 18:37"
"Muuli VKM","31.05.2023 18:30","","0.99 NTU","9.13 mg/L","7.46","31.05.2023 18:32"
"Muuli VKM","31.05.2023 18:25","","0.98 NTU","9.14 mg/L","7.46","31.05.2023 18:27"
"Muuli VKM","31.05.2023 18:20","","1.02 NTU","9.14 mg/L","7.46","31.05.2023 18:22"
"Muuli VKM","31.05.2023 18:15","","1.1 NTU","9.15 mg/L","7.46","31.05.2023 18:17"
"Muuli VKM","31.05.2023 18:10","","1.09 NTU","9.17 mg/L","7.46","31.05.2023 18:12"
"Muuli VKM","31.05.2023 18:05","","1.11 NTU","9.18 mg/L","7.46","31.05.2023 18:07"
"Muuli VKM","31.05.2023 18:00","","1.14 NTU","9.16 mg/L","7.46","31.05.2023 18:02"
"Muuli VKM","31.05.2023 17:55","","1.14 NTU","9.17 mg/L","7.46","31.05.2023 17:57"
"Muuli VKM","31.05.2023 17:50","","1.18 NTU","9.17 mg/L","7.46","31.05.2023 17:52"
"Muuli VKM","31.05.2023 17:45","","1.19 NTU","9.2 mg/L","7.46","31.05.2023 17:47"
"Muuli VKM","31.05.2023 17:40","","1.26 NTU","9.18 mg/L","7.46","31.05.2023 17:42"
"Muuli VKM","31.05.2023 17:35","","1.27 NTU","9.21 mg/L","7.46","31.05.2023 17:37"
"Muuli VKM","31.05.2023 17:30","","1.31 NTU","9.22 mg/L","7.46","31.05.2023 17:32"
"Muuli VKM","31.05.2023 17:25","","1.28 NTU","9.21 mg/L","7.46","31.05.2023 17:27"
"Muuli VKM","31.05.2023 17:20","","1.25 NTU","9.21 mg/L","7.46","31.05.2023 17:22"
"Muuli VKM","31.05.2023 17:15","","1.16 NTU","9.23 mg/L","7.46","31.05.2023 17:17"
"Muuli VKM","31.05.2023 17:10","","1.19 NTU","9.25 mg/L","7.46","31.05.2023 17:12"
"Muuli VKM","31.05.2023 17:05","","1.04 NTU","9.28 mg/L","7.46","31.05.2023 17:07"
"Muuli VKM","31.05.2023 17:00","","0.94 NTU","9.27 mg/L","7.46","31.05.2023 17:02"
"Muuli VKM","31.05.2023 16:55","","0.87 NTU","9.26 mg/L","7.47","31.05.2023 16:57"
"Muuli VKM","31.05.2023 16:50","","0.83 NTU","9.3 mg/L","7.46","31.05.2023 16:52"
"Muuli VKM","31.05.2023 16:45","","0.72 NTU","9.29 mg/L","7.47","31.05.2023 16:47"
"Muuli VKM","31.05.2023 16:40","","0.72 NTU","9.3 mg/L","7.47","31.05.2023 16:42"
"Muuli VKM","31.05.2023 16:35","","0.77 NTU","9.31 mg/L","7.46","31.05.2023 16:37"
"Muuli VKM","31.05.2023 16:30","","0.81 NTU","9.32 mg/L","7.46","31.05.2023 16:32"
"Muuli VKM","31.05.2023 16:25","","0.84 NTU","9.33 mg/L","7.46","31.05.2023 16:27"
"Muuli VKM","31.05.2023 16:20","","2.59 NTU","9.34 mg/L","7.46","31.05.2023 16:22"
"Muuli VKM","31.05.2023 16:15","","2.62 NTU","9.34 mg/L","7.46","31.05.2023 16:17"
"Muuli VKM","31.05.2023 16:10","","2.63 NTU","9.35 mg/L","7.46","31.05.2023 16:12"
"Muuli VKM","31.05.2023 16:05","","2.61 NTU","9.37 mg/L","7.46","31.05.2023 16:07"
"Muuli VKM","31.05.2023 16:00","","2.69 NTU","9.37 mg/L","7.46","31.05.2023 16:02"
"Muuli VKM","31.05.2023 15:55","","0.95 NTU","9.39 mg/L","7.46","31.05.2023 15:57"
"Muuli VKM","31.05.2023 15:50","","1.06 NTU","9.41 mg/L","7.46","31.05.2023 15:52"
"Muuli VKM","31.05.2023 15:45","","1.12 NTU","9.4 mg/L","7.47","31.05.2023 15:47"
"Muuli VKM","31.05.2023 15:40","","1.26 NTU","9.4 mg/L","7.47","31.05.2023 15:42"
"Muuli VKM","31.05.2023 15:35","","1.29 NTU","9.45 mg/L","7.47","31.05.2023 15:37"
"Muuli VKM","31.05.2023 15:30","","1.46 NTU","9.42 mg/L","7.47","31.05.2023 15:32"
"Muuli VKM","31.05.2023 15:25","","1.58 NTU","9.42 mg/L","7.47","31.05.2023 15:27"
"Muuli VKM","31.05.2023 15:20","","1.71 NTU","9.45 mg/L","7.48","31.05.2023 15:22"
"Muuli VKM","31.05.2023 15:15","","1.75 NTU","9.46 mg/L","7.48","31.05.2023 15:22"
"Muuli VKM","31.05.2023 15:10","","1.55 NTU","9.46 mg/L","7.48","31.05.2023 15:12"
"Muuli VKM","31.05.2023 15:05","","1.35 NTU","9.48 mg/L","7.48","31.05.2023 15:07"
"Muuli VKM","31.05.2023 15:00","","1.11 NTU","9.45 mg/L","7.48","31.05.2023 15:02"
"Muuli VKM","31.05.2023 14:55","","0.87 NTU","9.49 mg/L","7.48","31.05.2023 14:57"
"Muuli VKM","31.05.2023 14:50","","0.75 NTU","9.48 mg/L","7.48","31.05.2023 14:52"
"Muuli VKM","31.05.2023 14:45","","0.87 NTU","9.48 mg/L","7.49","31.05.2023 14:47"
"Muuli VKM","31.05.2023 14:40","","0.94 NTU","9.51 mg/L","7.49","31.05.2023 14:42"
"Muuli VKM","31.05.2023 14:35","","1.01 NTU","9.5 mg/L","7.49","31.05.2023 14:37"
"Muuli VKM","31.05.2023 14:30","","1.09 NTU","9.52 mg/L","7.49","31.05.2023 14:32"
"Muuli VKM","31.05.2023 14:25","","1.05 NTU","9.53 mg/L","7.49","31.05.2023 14:27"
"Muuli VKM","31.05.2023 14:20","","1.06 NTU","9.54 mg/L","7.49","31.05.2023 14:22"
"Muuli VKM","31.05.2023 14:15","","1.13 NTU","9.56 mg/L","7.49","31.05.2023 14:17"
"Muuli VKM","31.05.2023 14:10","","1.48 NTU","9.54 mg/L","7.48","31.05.2023 14:12"
"Muuli VKM","31.05.2023 14:05","","2.48 NTU","9.51 mg/L","7.47","31.05.2023 14:07"
"Muuli VKM","31.05.2023 14:00","","2.56 NTU","9.51 mg/L","7.47","31.05.2023 14:02"
"Muuli VKM","31.05.2023 13:55","","2.66 NTU","9.55 mg/L","7.47","31.05.2023 14:02"
"Muuli VKM","31.05.2023 13:50","","2.72 NTU","9.56 mg/L","7.48","31.05.2023 13:52"
"Muuli VKM","31.05.2023 13:45","","2.85 NTU","9.54 mg/L","7.48","31.05.2023 13:47"
"Muuli VKM","31.05.2023 13:40","","2.95 NTU","9.61 mg/L","7.48","31.05.2023 13:42"
"Muuli VKM","31.05.2023 13:35","","3.26 NTU","9.58 mg/L","7.48","31.05.2023 13:37"
"Muuli VKM","31.05.2023 13:30","","3.26 NTU","9.61 mg/L","7.49","31.05.2023 13:32"
"Muuli VKM","31.05.2023 13:25","","2.43 NTU","9.62 mg/L","7.49","31.05.2023 13:27"
"Muuli VKM","31.05.2023 13:20","","2.64 NTU","9.59 mg/L","7.48","31.05.2023 13:22"
"Muuli VKM","31.05.2023 13:15","","2.8 NTU","9.6 mg/L","7.47","31.05.2023 13:17"
"Muuli VKM","31.05.2023 13:10","","3.08 NTU","9.62 mg/L","7.47","31.05.2023 13:12"
"Muuli VKM","31.05.2023 13:05","","3.46 NTU","9.62 mg/L","7.47","31.05.2023 13:07"
"Muuli VKM","31.05.2023 13:00","","4.52 NTU","9.65 mg/L","7.47","31.05.2023 13:02"
"Muuli VKM","31.05.2023 12:55","","108.76 NTU","9.66 mg/L","7.47","31.05.2023 12:57"
"Muuli VKM","31.05.2023 12:50","","1.05 NTU","9.67 mg/L","7.47","31.05.2023 12:52"
"Muuli VKM","31.05.2023 12:45","","1.13 NTU","9.67 mg/L","7.47","31.05.2023 12:47"
"Muuli VKM","31.05.2023 12:40","","1.19 NTU","9.7 mg/L","7.48","31.05.2023 12:42"
"Muuli VKM","31.05.2023 12:35","","1.3 NTU","9.69 mg/L","7.48","31.05.2023 12:37"
"Muuli VKM","31.05.2023 12:30","","1.44 NTU","9.71 mg/L","7.48","31.05.2023 12:32"
"Muuli VKM","31.05.2023 12:25","","1.64 NTU","9.72 mg/L","7.48","31.05.2023 12:27"
"Muuli VKM","31.05.2023 12:20","","1.86 NTU","9.73 mg/L","7.48","31.05.2023 12:22"
"Muuli VKM","31.05.2023 12:15","","2.17 NTU","9.77 mg/L","7.48","31.05.2023 12:17"
"Muuli VKM","31.05.2023 12:10","","2.44 NTU","9.78 mg/L","7.48","31.05.2023 12:12"
"Muuli VKM","31.05.2023 12:05","","2.75 NTU","9.76 mg/L","7.47","31.05.2023 12:07"
"Muuli VKM","31.05.2023 12:00","","3.11 NTU","9.75 mg/L","7.47","31.05.2023 12:02"
"Muuli VKM","31.05.2023 11:55","","3.45 NTU","9.78 mg/L","7.46","31.05.2023 11:57"
"Muuli VKM","31.05.2023 11:50","","3.87 NTU","9.8 mg/L","7.46","31.05.2023 11:52"
"Muuli VKM","31.05.2023 11:45","","4.26 NTU","9.8 mg/L","7.46","31.05.2023 11:47"
"Muuli VKM","31.05.2023 11:40","","4.31 NTU","9.79 mg/L","7.45","31.05.2023 11:42"
"Muuli VKM","31.05.2023 11:35","","4.34 NTU","9.83 mg/L","7.45","31.05.2023 11:37"
"Muuli VKM","31.05.2023 11:30","","4.4 NTU","9.82 mg/L","7.45","31.05.2023 11:32"
"Muuli VKM","31.05.2023 11:25","","4.33 NTU","9.83 mg/L","7.45","31.05.2023 11:27"
"Muuli VKM","31.05.2023 11:20","","4.23 NTU","9.85 mg/L","7.44","31.05.2023 11:22"
"Muuli VKM","31.05.2023 11:15","","4.08 NTU","9.85 mg/L","7.44","31.05.2023 11:17"
"Muuli VKM","31.05.2023 11:10","","3.86 NTU","9.87 mg/L","7.44","31.05.2023 11:12"
"Muuli VKM","31.05.2023 11:05","","3.58 NTU","9.89 mg/L","7.44","31.05.2023 11:07"
"Muuli VKM","31.05.2023 11:00","","3.21 NTU","9.88 mg/L","7.45","31.05.2023 11:02"
"Muuli VKM","31.05.2023 10:55","","2.95 NTU","9.91 mg/L","7.45","31.05.2023 10:57"
"Muuli VKM","31.05.2023 10:50","","2.92 NTU","9.88 mg/L","7.45","31.05.2023 10:52"
"Muuli VKM","31.05.2023 10:45","","2.93 NTU","9.91 mg/L","7.45","31.05.2023 10:47"
"Muuli VKM","31.05.2023 10:40","","2.86 NTU","9.91 mg/L","7.45","31.05.2023 10:42"
"Muuli VKM","31.05.2023 10:35","","2.9 NTU","9.92 mg/L","7.46","31.05.2023 10:37"
"Muuli VKM","31.05.2023 10:30","","2.94 NTU","9.92 mg/L","7.46","31.05.2023 10:32"
"Muuli VKM","31.05.2023 10:25","","3.08 NTU","9.93 mg/L","7.46","31.05.2023 10:27"
"Muuli VKM","31.05.2023 10:20","","3.27 NTU","9.91 mg/L","7.47","31.05.2023 10:22"
"Muuli VKM","31.05.2023 10:15","","3.6 NTU","9.94 mg/L","7.47","31.05.2023 10:17"
"Muuli VKM","31.05.2023 10:10","","3.97 NTU","9.93 mg/L","7.47","31.05.2023 10:12"
"Muuli VKM","31.05.2023 10:05","","4.32 NTU","9.94 mg/L","7.47","31.05.2023 10:07"
"Muuli VKM","31.05.2023 10:00","","4.78 NTU","9.95 mg/L","7.48","31.05.2023 10:02"
"Muuli VKM","31.05.2023 09:55","","5.32 NTU","9.95 mg/L","7.48","31.05.2023 09:57"
"Muuli VKM","31.05.2023 09:50","","5.88 NTU","9.94 mg/L","7.48","31.05.2023 09:52"
"Muuli VKM","31.05.2023 09:45","","6.4 NTU","9.94 mg/L","7.48","31.05.2023 09:47"
"Muuli VKM","31.05.2023 09:40","","6.26 NTU","9.94 mg/L","7.48","31.05.2023 09:42"
"Muuli VKM","31.05.2023 09:35","","6.04 NTU","9.94 mg/L","7.48","31.05.2023 09:37"
"Muuli VKM","31.05.2023 09:30","","5.76 NTU","9.95 mg/L","7.48","31.05.2023 09:32"
"Muuli VKM","31.05.2023 09:25","","5.46 NTU","9.94 mg/L","7.48","31.05.2023 09:32"
"Muuli VKM","31.05.2023 09:20","","5.17 NTU","9.93 mg/L","7.48","31.05.2023 09:22"
"Muuli VKM","31.05.2023 09:15","","4.71 NTU","9.94 mg/L","7.49","31.05.2023 09:17"
"Muuli VKM","31.05.2023 09:10","","4.28 NTU","9.94 mg/L","7.49","31.05.2023 09:12"
"Muuli VKM","31.05.2023 09:05","","3.7 NTU","9.95 mg/L","7.49","31.05.2023 09:07"
"Muuli VKM","31.05.2023 09:00","","3.15 NTU","9.94 mg/L","7.49","31.05.2023 09:02"
"Muuli VKM","31.05.2023 08:55","","2.5 NTU","9.96 mg/L","7.49","31.05.2023 08:57"
"Muuli VKM","31.05.2023 08:50","","2.59 NTU","9.95 mg/L","7.49","31.05.2023 08:52"
"Muuli VKM","31.05.2023 08:45","","2.67 NTU","9.95 mg/L","7.49","31.05.2023 08:47"
"Muuli VKM","31.05.2023 08:40","","2.82 NTU","9.94 mg/L","7.49","31.05.2023 08:42"
"Muuli VKM","31.05.2023 08:35","","2.88 NTU","9.97 mg/L","7.51","31.05.2023 08:37"
"Muuli VKM","31.05.2023 08:30","","3.04 NTU","9.97 mg/L","7.51","31.05.2023 08:32"
"Muuli VKM","31.05.2023 08:25","","3.25 NTU","9.98 mg/L","7.51","31.05.2023 08:27"
"Muuli VKM","31.05.2023 08:20","","3.7 NTU","9.97 mg/L","7.51","31.05.2023 08:22"
"Muuli VKM","31.05.2023 08:15","","4.2 NTU","9.97 mg/L","7.51","31.05.2023 08:17"
"Muuli VKM","31.05.2023 08:10","","4.74 NTU","9.98 mg/L","7.51","31.05.2023 08:12"
"Muuli VKM","31.05.2023 08:05","","5.29 NTU","9.96 mg/L","7.51","31.05.2023 08:07"
"Muuli VKM","31.05.2023 08:00","","5.79 NTU","9.95 mg/L","7.51","31.05.2023 08:02"
"Muuli VKM","31.05.2023 07:55","","6.17 NTU","9.97 mg/L","7.51","31.05.2023 07:57"
"Muuli VKM","31.05.2023 07:50","","6.52 NTU","9.95 mg/L","7.51","31.05.2023 07:52"
"Muuli VKM","31.05.2023 07:45","","6.76 NTU","9.95 mg/L","7.51","31.05.2023 07:47"
"Muuli VKM","31.05.2023 07:40","","7.1 NTU","9.95 mg/L","7.51","31.05.2023 07:42"
"Muuli VKM","31.05.2023 07:35","","7.54 NTU","9.93 mg/L","7.52","31.05.2023 07:37"
"Muuli VKM","31.05.2023 07:30","","8.18 NTU","9.91 mg/L","7.52","31.05.2023 07:32"
"Muuli VKM","31.05.2023 07:25","","8.9 NTU","9.94 mg/L","7.51","31.05.2023 07:32"
"Muuli VKM","31.05.2023 07:20","","8.05 NTU","9.93 mg/L","7.51","31.05.2023 07:22"
"Muuli VKM","31.05.2023 07:15","","7.08 NTU","9.93 mg/L","7.51","31.05.2023 07:17"
"Muuli VKM","31.05.2023 07:10","","5.87 NTU","9.92 mg/L","7.51","31.05.2023 07:12"
"Muuli VKM","31.05.2023 07:05","","4.56 NTU","9.93 mg/L","7.51","31.05.2023 07:07"
"Muuli VKM","31.05.2023 07:00","","3.01 NTU","9.94 mg/L","7.51","31.05.2023 07:02"
"Muuli VKM","31.05.2023 06:55","","3.01 NTU","9.89 mg/L","7.51","31.05.2023 06:57"
"Muuli VKM","31.05.2023 06:50","","2.95 NTU","9.91 mg/L","7.51","31.05.2023 06:52"
"Muuli VKM","31.05.2023 06:45","","2.97 NTU","9.91 mg/L","7.51","31.05.2023 06:47"
"Muuli VKM","31.05.2023 06:40","","2.78 NTU","9.9 mg/L","7.51","31.05.2023 06:42"
"Muuli VKM","31.05.2023 06:35","","2.8 NTU","9.89 mg/L","7.51","31.05.2023 06:37"
"Muuli VKM","31.05.2023 06:30","","2.83 NTU","9.87 mg/L","7.51","31.05.2023 06:32"
"Muuli VKM","31.05.2023 06:25","","2.99 NTU","9.91 mg/L","7.51","31.05.2023 06:27"
"Muuli VKM","31.05.2023 06:20","","3.65 NTU","9.89 mg/L","7.51","31.05.2023 06:22"
"Muuli VKM","31.05.2023 06:15","","4.04 NTU","9.87 mg/L","7.51","31.05.2023 06:17"
"Muuli VKM","31.05.2023 06:10","","4.4 NTU","9.88 mg/L","7.51","31.05.2023 06:12"
"Muuli VKM","31.05.2023 06:05","","4.92 NTU","9.89 mg/L","7.5","31.05.2023 06:07"
"Muuli VKM","31.05.2023 06:00","","5.53 NTU","9.85 mg/L","7.5","31.05.2023 06:02"
"Muuli VKM","31.05.2023 05:55","","5.72 NTU","9.87 mg/L","7.5","31.05.2023 05:57"
"Muuli VKM","31.05.2023 05:50","","6.2 NTU","9.84 mg/L","7.5","31.05.2023 05:52"
"Muuli VKM","31.05.2023 05:45","","6.61 NTU","9.85 mg/L","7.5","31.05.2023 05:47"
"Muuli VKM","31.05.2023 05:40","","6.79 NTU","9.83 mg/L","7.5","31.05.2023 05:42"
"Muuli VKM","31.05.2023 05:35","","6.99 NTU","9.82 mg/L","7.5","31.05.2023 05:37"
"Muuli VKM","31.05.2023 05:30","","7.4 NTU","9.83 mg/L","7.5","31.05.2023 05:32"
"Muuli VKM","31.05.2023 05:25","","6.33 NTU","9.82 mg/L","7.5","31.05.2023 05:27"
"Muuli VKM","31.05.2023 05:20","","5.27 NTU","9.82 mg/L","7.5","31.05.2023 05:22"
"Muuli VKM","31.05.2023 05:15","","4.4 NTU","9.8 mg/L","7.5","31.05.2023 05:17"
"Muuli VKM","31.05.2023 05:10","","3.22 NTU","9.77 mg/L","7.5","31.05.2023 05:12"
"Muuli VKM","31.05.2023 05:05","","1.92 NTU","9.8 mg/L","7.5","31.05.2023 05:07"
"Muuli VKM","31.05.2023 05:00","","2.02 NTU","9.79 mg/L","7.5","31.05.2023 05:02"
"Muuli VKM","31.05.2023 04:55","","2.16 NTU","9.78 mg/L","7.5","31.05.2023 04:57"
"Muuli VKM","31.05.2023 04:50","","2.36 NTU","9.79 mg/L","7.5","31.05.2023 04:52"
"Muuli VKM","31.05.2023 04:45","","2.71 NTU","9.78 mg/L","7.5","31.05.2023 04:47"
"Muuli VKM","31.05.2023 04:40","","2.92 NTU","9.77 mg/L","7.5","31.05.2023 04:42"
"Muuli VKM","31.05.2023 04:35","","3.14 NTU","9.76 mg/L","7.49","31.05.2023 04:37"
"Muuli VKM","31.05.2023 04:30","","3.25 NTU","9.76 mg/L","7.49","31.05.2023 04:32"
"Muuli VKM","31.05.2023 04:25","","3.26 NTU","9.77 mg/L","7.49","31.05.2023 04:27"
"Muuli VKM","31.05.2023 04:20","","3.18 NTU","9.77 mg/L","7.49","31.05.2023 04:22"
"Muuli VKM","31.05.2023 04:15","","3.12 NTU","9.75 mg/L","7.49","31.05.2023 04:17"
"Muuli VKM","31.05.2023 04:10","","3.23 NTU","9.74 mg/L","7.49","31.05.2023 04:12"
"Muuli VKM","31.05.2023 04:05","","3.51 NTU","9.76 mg/L","7.49","31.05.2023 04:07"
"Muuli VKM","31.05.2023 04:00","","4 NTU","9.75 mg/L","7.49","31.05.2023 04:02"
"Muuli VKM","31.05.2023 03:55","","4.69 NTU","9.72 mg/L","7.48","31.05.2023 03:57"
"Muuli VKM","31.05.2023 03:50","","5.35 NTU","9.72 mg/L","7.48","31.05.2023 03:52"
"Muuli VKM","31.05.2023 03:45","","6.01 NTU","9.73 mg/L","7.48","31.05.2023 03:47"
"Muuli VKM","31.05.2023 03:40","","6.85 NTU","9.7 mg/L","7.48","31.05.2023 03:42"
"Muuli VKM","31.05.2023 03:35","","7.36 NTU","9.71 mg/L","7.48","31.05.2023 03:37"
"Muuli VKM","31.05.2023 03:30","","6.39 NTU","9.7 mg/L","7.48","31.05.2023 03:32"
"Muuli VKM","31.05.2023 03:25","","5.48 NTU","9.68 mg/L","7.48","31.05.2023 03:27"
"Muuli VKM","31.05.2023 03:20","","4.4 NTU","9.68 mg/L","7.47","31.05.2023 03:22"
"Muuli VKM","31.05.2023 03:15","","3 NTU","9.66 mg/L","7.47","31.05.2023 03:17"
"Muuli VKM","31.05.2023 03:10","","1.69 NTU","9.66 mg/L","7.47","31.05.2023 03:12"
"Muuli VKM","31.05.2023 03:05","","1.72 NTU","9.66 mg/L","7.47","31.05.2023 03:07"
"Muuli VKM","31.05.2023 03:00","","1.79 NTU","9.64 mg/L","7.47","31.05.2023 03:02"
"Muuli VKM","31.05.2023 02:55","","2.07 NTU","9.66 mg/L","7.47","31.05.2023 02:57"
"Muuli VKM","31.05.2023 02:50","","2.23 NTU","9.65 mg/L","7.47","31.05.2023 02:52"
"Muuli VKM","31.05.2023 02:45","","2.4 NTU","9.6 mg/L","7.47","31.05.2023 02:47"
"Muuli VKM","31.05.2023 02:40","","2.55 NTU","9.62 mg/L","7.47","31.05.2023 02:42"
